bodytype,seats,kms,modelYear,fueltype,ownerNo,transmission,price,Insurance,engine_cc,oem,Gearbox,Mileage,DriveType,city
Hatchback,5.0,90000,2014,Diesel,2,Manual,509999,Third Party insurance,1248.0,Maruti,5,25.2,FWD,bengaluru
SUV,5.0,106000,2016,Diesel,1,Automatic,2750000,Comprehensive,1995.0,BMW,8,18.56,4WD,bengaluru
Hatchback,5.0,55833,2017,Petrol,1,Automatic,1025000,Third Party insurance,1197.0,Volkswagen,7,17.21,FWD,bengaluru
SUV,5.0,46716,2015,Diesel,2,Automatic,2345000,Third Party insurance,1968.0,Audi,7,15.73,AWD,bengaluru
Sedan,5.0,54000,2016,Diesel,1,Manual,825000,Comprehensive,1498.0,Skoda,5,21.13,FWD,bengaluru
SUV,5.0,68000,2016,Diesel,2,Manual,675000,Comprehensive,1498.0,Ford,5,21.7,FWD,bengaluru
Hatchback,5.0,113348,2010,Diesel,3,Manual,190000,Comprehensive,1399.0,Ford,5,20.0,FWD,bengaluru
Sedan,5.0,134000,2014,Diesel,1,Automatic,890000,Third Party insurance,1968.0,Audi,8,17.68,FWD,bengaluru
SUV,5.0,20000,2022,Petrol,1,Automatic,823000,Third Party insurance,999.0,Renault,5,19.03,FWD,bengaluru
Hatchback,5.0,52311,2014,Petrol,1,Manual,554000,Comprehensive,1197.0,Maruti,5,22.38,FWD,bengaluru
Sedan,5.0,59514,2014,Petrol,1,Manual,499000,Comprehensive,1197.0,Maruti,5,22.41,FWD,bengaluru
SUV,5.0,10000,2022,Petrol,1,Automatic,815000,Third Party insurance,999.0,Renault,5,19.03,FWD,bengaluru
Hatchback,5.0,36743,2020,Petrol,1,Manual,719000,Third Party,1197.0,Maruti,5,21.01,FWD,bengaluru
Hatchback,5.0,83046,2015,Petrol,1,Manual,372000,Third Party,998.0,Maruti,5,25.24,FWD,bengaluru
Hatchback,5.0,10000,2018,Petrol,1,Automatic,515000,Third Party insurance,998.0,Maruti,5,23.1,FWD,bengaluru
Hatchback,5.0,59420,2016,Petrol,2,Manual,554000,Third Party insurance,1199.0,Honda,5,18.7,FWD,bengaluru
Sedan,5.0,4545,2023,Petrol,1,Manual,700000,Comprehensive,1199.0,Tata,5,20.3,FWD,bengaluru
Hatchback,5.0,70404,2011,Petrol,1,Manual,409999,Third Party insurance,1197.0,Maruti,5,22.38,FWD,bengaluru
Sedan,5.0,39725,2016,Petrol,1,Manual,685000,Third Party,1373.0,Maruti,5,20.73,FWD,bengaluru
Sedan,5.0,10000,2022,Petrol,1,Automatic,5500000,Third Party insurance,1998.0,BMW,8,16.13,RWD,bengaluru
SUV,5.0,10000,2022,Diesel,1,Automatic,1800000,Third Party insurance,1493.0,Kia,6,17.8,RWD,bengaluru
Hatchback,5.0,60000,2006,Petrol,2,Manual,180000,Third Party insurance,998.0,Maruti,5,18.9,FWD,bengaluru
SUV,5.0,50000,2018,Petrol,2,Manual,765000,Third Party insurance,1497.0,Ford,5,17.0,FWD,bengaluru
SUV,5.0,10000,2023,Petrol,1,Manual,1950000,Third Party insurance,1451.0,MG,6,13.79,FWD,bengaluru
Sedan,5.0,50000,2013,Petrol,3,Manual,491000,Third Party insurance,1797.0,Hyundai,6,16.3,FWD,bengaluru
SUV,5.0,23272,2021,Diesel,1,Manual,1175000,Third Party insurance,1498.0,Ford,5,21.7,FWD,bengaluru
SUV,5.0,8407,2020,Petrol,1,Manual,999000,Comprehensive,1496.0,Ford,5,15.9,FWD,bengaluru
Hatchback,5.0,50000,2018,Petrol,1,Automatic,715000,Third Party insurance,1197.0,Maruti,5,21.21,FWD,bengaluru
Sedan,5.0,10000,2018,Diesel,1,Automatic,3400000,Third Party insurance,1968.0,Audi,7,18.25,FWD,bengaluru
SUV,5.0,14881,2021,Petrol,1,Automatic,1779000,Comprehensive,1353.0,Hyundai,7,18.9,FWD,bengaluru
Hatchback,5.0,54305,2012,Petrol,1,Manual,404000,Third Party insurance,1197.0,Hyundai,5,18.5,FWD,bengaluru
Hatchback,5.0,50000,2016,Petrol,2,Manual,358000,Third Party insurance,1086.0,Hyundai,5,19.81,FWD,bengaluru
Hatchback,5.0,64998,2017,Petrol,1,Automatic,581000,Comprehensive,1197.0,Maruti,5,20.89,FWD,bengaluru
Hatchback,5.0,75940,2015,Petrol,1,Manual,630000,Third Party insurance,1197.0,Hyundai,5,18.6,FWD,bengaluru
Hatchback,5.0,25639,2016,Petrol,1,Manual,560000,Third Party insurance,1199.0,Honda,5,18.7,FWD,bengaluru
SUV,7.0,44107,2019,Diesel,1,Manual,1551000,Third Party insurance,2179.0,Mahindra,6,15.1,FWD,bengaluru
Sedan,5.0,60000,2014,Petrol,2,Manual,525000,Third Party insurance,1591.0,Hyundai,5,17.01,FWD,bengaluru
Hatchback,5.0,41594,2018,Petrol,1,Manual,501000,Comprehensive,998.0,Maruti,5,23.1,FWD,bengaluru
Hatchback,5.0,24786,2020,Petrol,2,Automatic,617000,Comprehensive,1197.0,Maruti,5,20.52,FWD,bengaluru
Hatchback,5.0,56000,2017,Petrol,1,Manual,365000,Third Party insurance,998.0,Maruti,5,23.95,FWD,bengaluru
Sedan,5.0,90000,2018,Petrol,1,Automatic,994999,Comprehensive,1498.0,Honda,5,18.3,FWD,bengaluru
Hatchback,5.0,31000,2019,Petrol,2,Manual,775000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,bengaluru
SUV,5.0,30000,2018,Diesel,2,Automatic,4700000,Third Party insurance,1999.0,Jaguar,8,16.38,FWD,bengaluru
Sedan,5.0,36000,2017,Petrol,1,Manual,770000,Comprehensive,1591.0,Hyundai,6,17.7,FWD,bengaluru
Hatchback,5.0,19065,2018,Petrol,1,Manual,725000,Third Party insurance,1197.0,Maruti,5,22.0,FWD,bengaluru
Hatchback,5.0,30538,2019,Petrol,1,Automatic,840000,Comprehensive,1199.0,Honda,5,18.2,FWD,bengaluru
Hatchback,5.0,48891,2018,Petrol,2,Manual,799000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,bengaluru
Hatchback,5.0,60000,2014,Petrol,2,Automatic,1380000,Third Party insurance,1595.0,Mercedes-Benz,7,15.5,FWD,bengaluru
Hatchback,5.0,26676,2018,Petrol,1,Manual,696000,Third Party,1197.0,Maruti,5,22.0,FWD,bengaluru
Hatchback,5.0,35647,2015,Petrol,1,Manual,576000,Comprehensive,1197.0,Maruti,5,22.38,FWD,bengaluru
Hatchback,5.0,63825,2020,Petrol,1,Manual,721000,Zero Dep,1197.0,Toyota,5,22.35,FWD,bengaluru
Sedan,5.0,31346,2018,Petrol,2,Manual,994999,Third Party insurance,1497.0,Honda,5,17.4,FWD,bengaluru
Hatchback,5.0,79349,2015,Petrol,2,Manual,594000,Third Party insurance,1197.0,Hyundai,5,18.6,FWD,bengaluru
SUV,7.0,88203,2015,Diesel,1,Manual,927000,Comprehensive,2179.0,Mahindra,6,15.1,FWD,bengaluru
SUV,5.0,37370,2018,Diesel,1,Automatic,3275000,Comprehensive,1968.0,Audi,7,15.17,AWD,bengaluru
Hatchback,5.0,52228,2015,Petrol,1,Manual,426000,Comprehensive,998.0,Maruti,5,20.51,FWD,bengaluru
SUV,5.0,70000,2015,Diesel,1,Automatic,1100000,Third Party insurance,1582.0,Hyundai,6,17.01,FWD,bengaluru
SUV,5.0,40542,2022,Petrol,1,Manual,905000,Zero Dep,999.0,Nissan,5,20.0,FWD,bengaluru
SUV,5.0,47936,2019,Petrol,1,Automatic,848000,Comprehensive,1498.0,Renault,5,14.99,FWD,bengaluru
SUV,6.0,10000,1995,Petrol,3,Manual,400000,Third Party insurance,1248.0,Maruti,5,18.9,FWD,bengaluru
Sedan,5.0,70000,2008,Diesel,2,Automatic,575000,Third Party insurance,2496.0,Skoda,5,11.9,FWD,bengaluru
Sedan,5.0,110000,2013,Petrol,5,Manual,400000,Third Party insurance,1497.0,Honda,5,16.8,FWD,bengaluru
SUV,8.0,10000,1995,Petrol,3,Manual,400000,Third Party insurance,1248.0,Maruti,5,18.9,FWD,bengaluru
SUV,5.0,45000,2016,Petrol,2,Manual,894999,Comprehensive,1591.0,Hyundai,6,15.29,FWD,bengaluru
SUV,5.0,20469,2019,Petrol,1,Manual,1099000,Third Party insurance,998.0,Hyundai,6,18.27,FWD,bengaluru
Hatchback,5.0,60000,2011,Petrol,1,Manual,425000,Third Party insurance,1197.0,Hyundai,5,17.0,FWD,bengaluru
Sedan,5.0,70000,2012,Petrol,2,Manual,445000,Comprehensive,1197.0,Maruti,5,19.1,FWD,bengaluru
Sedan,5.0,150000,2014,Diesel,4,Manual,320000,Third Party insurance,1598.0,Skoda,5,20.5,FWD,bengaluru
Sedan,5.0,46258,2017,Petrol,2,Manual,775000,Third Party insurance,1598.0,Volkswagen,5,16.09,FWD,bengaluru
Hatchback,5.0,54242,2013,Petrol,3,Manual,327000,Comprehensive,998.0,Maruti,5,18.9,FWD,bengaluru
Hatchback,5.0,90727,2017,Petrol,1,Automatic,661000,Comprehensive,1199.0,Honda,5,19.0,FWD,bengaluru
SUV,7.0,100000,2012,Diesel,1,Manual,775000,Comprehensive,2179.0,Mahindra,6,15.1,FWD,bengaluru
Sedan,5.0,31003,2017,Petrol,1,Manual,682000,Comprehensive,1197.0,Maruti,5,21.21,FWD,bengaluru
Hatchback,5.0,24233,2017,Petrol,1,Manual,577000,Third Party,1197.0,Hyundai,5,18.9,FWD,bengaluru
Hatchback,5.0,90000,2015,Petrol,3,Manual,500000,Third Party insurance,1198.0,Volkswagen,5,16.47,FWD,bengaluru
Hatchback,5.0,36983,2017,Petrol,1,Manual,679000,Comprehensive,1199.0,Honda,5,18.7,FWD,bengaluru
Hatchback,5.0,68915,2014,Diesel,1,Automatic,1445000,Comprehensive,2143.0,Mercedes-Benz,7,14.8,FWD,bengaluru
Hatchback,5.0,5440,2021,Petrol,1,Manual,776000,Third Party,1197.0,Maruti,5,22.38,FWD,bengaluru
Hatchback,5.0,8096,2021,Petrol,1,Manual,690000,Zero Dep,1199.0,Tata,5,20.09,FWD,bengaluru
Sedan,5.0,120000,2012,Diesel,2,Manual,380000,Third Party insurance,1598.0,Skoda,5,20.5,FWD,bengaluru
SUV,5.0,60000,2014,Petrol,3,Manual,560000,Third Party insurance,1598.0,Renault,5,13.24,FWD,bengaluru
SUV,7.0,120000,2017,Diesel,1,Manual,1125000,Third Party insurance,2179.0,Tata,5,14.1,RWD,bengaluru
MUV,7.0,125903,2015,Diesel,2,Manual,515000,Comprehensive,1461.0,Renault,6,19.98,FWD,bengaluru
Hatchback,5.0,33040,2018,Petrol,2,Manual,799000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,bengaluru
SUV,7.0,110000,2009,Diesel,2,Manual,1200000,Third Party insurance,2982.0,Toyota,5,11.5,4WD,bengaluru
Hatchback,5.0,30722,2019,Diesel,1,Manual,835000,Third Party insurance,1396.0,Hyundai,6,22.54,FWD,bengaluru
Sedan,5.0,80000,2016,Diesel,1,Manual,750000,Third Party insurance,1498.0,Honda,6,26.0,FWD,bengaluru
SUV,7.0,120000,2009,Diesel,2,Manual,1275000,Third Party insurance,2982.0,Toyota,5,11.5,4WD,bengaluru
Sedan,5.0,33000,2017,Diesel,2,Automatic,3075000,Comprehensive,2143.0,Mercedes-Benz,5,14.21,RWD,bengaluru
Sedan,5.0,58778,2014,Petrol,1,Manual,527000,Comprehensive,1497.0,Honda,5,17.4,FWD,bengaluru
Hatchback,5.0,51395,2019,Petrol,1,Manual,426000,Comprehensive,998.0,Maruti,5,21.7,FWD,bengaluru
SUV,5.0,100000,2015,Petrol,2,Automatic,625000,Comprehensive,1496.0,Ford,6,14.7,FWD,bengaluru
Sedan,5.0,65881,2013,Petrol,2,Manual,447000,Comprehensive,1197.0,Maruti,5,22.41,FWD,bengaluru
Hatchback,5.0,49934,2014,Petrol,2,Manual,552000,Comprehensive,1197.0,Maruti,5,22.38,FWD,bengaluru
Sedan,5.0,91000,2016,Diesel,2,Manual,795000,Comprehensive,1498.0,Honda,6,26.0,FWD,bengaluru
Hatchback,5.0,61576,2018,Petrol,2,Manual,459000,Comprehensive,998.0,Maruti,5,21.63,FWD,bengaluru
Sedan,5.0,114321,2016,Petrol,2,Manual,700000,Third Party,1373.0,Maruti,5,20.73,FWD,bengaluru
Hatchback,5.0,53125,2019,Petrol,1,Manual,405000,Third Party insurance,998.0,Maruti,5,21.7,FWD,bengaluru
Hatchback,5.0,36462,2020,Petrol,1,Automatic,536000,Comprehensive,999.0,Renault,5,22.0,FWD,bengaluru
SUV,5.0,97542,2014,Diesel,1,Automatic,2400000,Comprehensive,2143.0,Mercedes-Benz,7,15.26,AWD,bengaluru
SUV,5.0,89000,2017,Diesel,1,Automatic,4745000,Comprehensive,2987.0,Mercedes-Benz,9,11.57,AWD,bengaluru
SUV,5.0,13000,2018,Petrol,2,Manual,894999,Comprehensive,1498.0,Renault,5,14.99,FWD,bengaluru
Sedan,5.0,41000,2018,Diesel,1,Manual,1375000,Third Party insurance,1582.0,Hyundai,6,22.0,FWD,bengaluru
Hatchback,5.0,94471,2017,Petrol,1,Automatic,880000,Third Party,1197.0,Volkswagen,7,17.21,FWD,bengaluru
MUV,7.0,58000,2011,Diesel,1,Manual,1030000,Comprehensive,2494.0,Toyota,5,12.8,FWD,bengaluru
Hatchback,5.0,46000,2016,Petrol,1,Manual,475000,Comprehensive,1197.0,Maruti,5,20.52,FWD,bengaluru
SUV,5.0,10000,2022,Petrol,1,Manual,1150000,Third Party insurance,1498.0,MG,5,18.9,FWD,bengaluru
SUV,5.0,36531,2020,Diesel,1,Automatic,5675000,Comprehensive,1950.0,Mercedes-Benz,9,18.9,AWD,bengaluru
SUV,5.0,50000,2021,Petrol,1,Manual,960000,Third Party insurance,1462.0,Toyota,5,17.03,FWD,bengaluru
Hatchback,5.0,36004,2020,Petrol,2,Manual,532000,Third Party,998.0,Maruti,5,21.63,FWD,bengaluru
Sedan,5.0,58808,2016,Petrol,2,Manual,651000,Comprehensive,1497.0,Honda,5,17.8,FWD,bengaluru
Sedan,5.0,10000,2017,Diesel,1,Automatic,3200000,Third Party insurance,2143.0,Mercedes-Benz,7,19.27,RWD,bengaluru
Hatchback,5.0,31983,2016,Petrol,1,Manual,715000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,bengaluru
SUV,5.0,78536,2016,Diesel,1,Manual,740000,Third Party,1248.0,Maruti,5,24.3,FWD,bengaluru
SUV,5.0,20000,2022,Diesel,1,Manual,1700000,Third Party insurance,1493.0,Kia,6,20.8,FWD,bengaluru
Sedan,5.0,54134,2013,Petrol,2,Manual,455000,Comprehensive,1197.0,Maruti,5,22.41,FWD,bengaluru
SUV,5.0,10000,2021,Petrol,1,Automatic,1698999,Third Party insurance,1497.0,Kia,6,16.8,RWD,bengaluru
Hatchback,5.0,27227,2019,Petrol,2,Manual,524000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,bengaluru
SUV,5.0,25508,2019,Petrol,1,Automatic,1764999,Comprehensive,1368.0,Jeep,7,16.0,4WD,bengaluru
Hatchback,5.0,30000,2017,Petrol,1,Manual,525000,Third Party insurance,1197.0,Hyundai,5,18.6,FWD,bengaluru
SUV,5.0,20000,2019,Petrol,1,Automatic,1600000,Third Party insurance,1353.0,Kia,7,16.5,FWD,bengaluru
Sedan,5.0,100000,2012,Diesel,2,Manual,360000,Third Party insurance,1598.0,Volkswagen,5,20.54,FWD,bengaluru
SUV,4.0,20000,2021,Petrol,1,Automatic,1650000,Third Party insurance,1997.0,Mahindra,6,18.9,4WD,bengaluru
Hatchback,5.0,50000,2011,Petrol,1,Manual,409999,Third Party insurance,1197.0,Hyundai,5,17.0,FWD,bengaluru
Sedan,5.0,36000,2018,Diesel,1,Automatic,3150000,Comprehensive,2143.0,Mercedes-Benz,7,17.9,FWD,bengaluru
Hatchback,5.0,40000,2019,Diesel,1,Manual,850000,Third Party insurance,1396.0,Hyundai,6,22.54,FWD,bengaluru
SUV,5.0,19047,2021,Petrol,1,Automatic,1260000,Third Party,998.0,Hyundai,7,18.15,FWD,bengaluru
SUV,5.0,50000,2020,Petrol,1,Manual,850000,Third Party insurance,1198.0,Tata,6,17.0,FWD,bengaluru
Hatchback,5.0,64453,2018,Petrol,1,Automatic,493000,Comprehensive,998.0,Maruti,5,23.1,FWD,bengaluru
Hatchback,5.0,43387,2018,Petrol,1,Manual,505000,Comprehensive,1198.0,Honda,5,18.5,FWD,bengaluru
Hatchback,5.0,36538,2020,Petrol,1,Automatic,825000,Third Party insurance,1197.0,Maruti,5,19.56,FWD,bengaluru
Hatchback,5.0,36787,2017,Petrol,2,Manual,682000,Zero Dep,1197.0,Hyundai,5,17.19,FWD,bengaluru
Hatchback,5.0,32112,2018,Petrol,2,Manual,486000,Comprehensive,998.0,Maruti,5,25.24,FWD,bengaluru
SUV,5.0,30000,2022,Petrol,1,Manual,1800000,Third Party insurance,1497.0,Hyundai,6,18.9,FWD,bengaluru
Hatchback,5.0,53701,2017,Petrol,1,Manual,540000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,bengaluru
Hatchback,5.0,30000,2018,Petrol,2,Manual,530000,Third Party insurance,1197.0,Hyundai,5,18.9,FWD,bengaluru
Hatchback,5.0,26085,2020,Petrol,2,Manual,407000,Zero Dep,796.0,Maruti,5,22.05,FWD,bengaluru
Hatchback,5.0,46894,2016,Petrol,3,Manual,453000,Third Party insurance,1197.0,Hyundai,5,18.9,FWD,bengaluru
SUV,5.0,30000,2021,Petrol,1,Manual,1010000,Third Party insurance,998.0,Kia,6,18.2,FWD,bengaluru
SUV,5.0,53692,2017,Petrol,2,Automatic,1675000,Third Party insurance,2354.0,Honda,5,12.0,4WD,bengaluru
SUV,7.0,37809,2018,Diesel,2,Automatic,1645000,Comprehensive,2179.0,Mahindra,6,15.1,FWD,bengaluru
Hatchback,5.0,33000,2018,Petrol,1,Automatic,625000,Comprehensive,1199.0,Tata,5,23.84,FWD,bengaluru
Hatchback,5.0,30813,2022,Petrol,1,Manual,635000,Comprehensive,1197.0,Maruti,5,20.52,FWD,bengaluru
Sedan,5.0,56254,2013,Diesel,1,Manual,550000,Comprehensive,1582.0,Hyundai,6,23.9,FWD,bengaluru
Sedan,5.0,58000,2017,Diesel,1,Automatic,2450000,Comprehensive,2143.0,Mercedes-Benz,7,17.9,FWD,bengaluru
Sedan,5.0,15727,2020,Petrol,2,Automatic,1025000,Third Party insurance,1462.0,Maruti,4,20.04,FWD,bengaluru
Hatchback,4.0,20000,2017,Electric,1,Automatic,550000,Third Party insurance,1248.0,Mahindra,5,110.0,FWD,bengaluru
Hatchback,4.0,150,2023,Electric,1,Automatic,950000,Third Party insurance,0.0,MG,5,18.9,FWD,bengaluru
Hatchback,5.0,21113,2021,Petrol,1,Manual,977000,Comprehensive,998.0,Hyundai,6,20.0,FWD,bengaluru
Sedan,5.0,71775,2021,Diesel,1,Manual,1705000,Comprehensive,1493.0,Hyundai,6,14.59,FWD,bengaluru
Hatchback,5.0,59882,2018,Petrol,1,Automatic,667000,Third Party,1197.0,Maruti,5,22.56,FWD,bengaluru
Hatchback,5.0,24463,2014,Petrol,2,Automatic,494000,Comprehensive,1197.0,Hyundai,4,18.9,FWD,bengaluru
Sedan,5.0,72352,2015,Petrol,1,Manual,636000,Zero Dep,1497.0,Honda,5,17.4,FWD,bengaluru
SUV,5.0,90928,2017,Diesel,1,Manual,792000,Comprehensive,1498.0,Ford,5,23.0,FWD,bengaluru
SUV,5.0,10000,2021,Petrol,2,Manual,695000,Third Party insurance,999.0,Nissan,5,20.0,FWD,bengaluru
Hatchback,5.0,60000,2014,Petrol,2,Manual,360000,Third Party insurance,1196.0,Ford,5,15.6,FWD,bengaluru
Minivans,5.0,80000,1998,Petrol,5,Manual,58000,Third Party insurance,796.0,Maruti,4,14.0,FWD,bengaluru
SUV,5.0,117530,2016,Diesel,1,Manual,827000,Comprehensive,1248.0,Maruti,5,24.3,FWD,bengaluru
Hatchback,5.0,102814,2011,Petrol,1,Manual,382000,Comprehensive,1197.0,Maruti,5,22.38,FWD,bengaluru
Hatchback,5.0,20000,2021,Petrol,1,Manual,650000,Third Party insurance,1199.0,Tata,5,19.01,FWD,bengaluru
Hatchback,5.0,34801,2017,Petrol,1,Automatic,512000,Zero Dep,998.0,Maruti,5,23.1,FWD,bengaluru
Hatchback,5.0,51877,2018,Petrol,3,Manual,463000,Comprehensive,998.0,Maruti,5,25.24,FWD,bengaluru
Sedan,5.0,10000,2023,Petrol,1,Automatic,1500000,Third Party insurance,1497.0,Hyundai,6,18.45,FWD,bengaluru
Hatchback,5.0,17125,2018,Petrol,2,Manual,525000,Third Party,998.0,Maruti,5,21.63,FWD,bengaluru
SUV,5.0,30000,2014,Diesel,1,Manual,459999,Third Party insurance,1461.0,Renault,5,20.45,FWD,bengaluru
Hatchback,5.0,50318,2016,Petrol,1,Manual,627000,Third Party insurance,1197.0,Maruti,5,21.4,FWD,bengaluru
Sedan,5.0,46123,2012,Petrol,1,Manual,511000,Comprehensive,1591.0,Hyundai,5,17.01,FWD,bengaluru
Hatchback,5.0,120000,2006,Petrol,3,Manual,55000,Third Party insurance,1341.0,Hyundai,5,15.3,FWD,bengaluru
Hatchback,5.0,70000,2015,Diesel,2,Manual,600000,Third Party insurance,1396.0,Hyundai,6,22.54,FWD,bengaluru
Sedan,5.0,33360,2014,Diesel,1,Automatic,1285000,Comprehensive,1968.0,Volkswagen,6,16.96,FWD,bengaluru
SUV,5.0,21800,2022,Petrol,1,Automatic,3150000,Third Party insurance,1984.0,Volkswagen,7,12.65,AWD,bengaluru
Hatchback,5.0,10000,2023,Petrol,1,Manual,750000,Third Party insurance,1199.0,Tata,5,19.33,FWD,bengaluru
Hatchback,5.0,60000,2006,Petrol,3,Manual,130000,Third Party insurance,1086.0,Hyundai,5,18.9,FWD,bengaluru
SUV,5.0,10000,2023,Electric,1,Automatic,1800000,Third Party insurance,0.0,Tata,5,18.9,FWD,bengaluru
Hatchback,5.0,11045,2021,Petrol,1,Automatic,985000,Third Party insurance,1197.0,Hyundai,5,19.65,FWD,bengaluru
Sedan,5.0,51406,2018,Diesel,1,Automatic,1044999,Third Party insurance,1498.0,Volkswagen,7,22.15,FWD,bengaluru
Hatchback,5.0,70000,2012,Diesel,1,Manual,200000,Third Party insurance,1396.0,Tata,5,25.0,FWD,bengaluru
Hatchback,5.0,26031,2017,Petrol,1,Manual,710000,Comprehensive,1197.0,Maruti,5,21.4,FWD,bengaluru
Hatchback,5.0,30740,2016,Petrol,1,Manual,586000,Comprehensive,1197.0,Maruti,5,22.38,FWD,bengaluru
SUV,5.0,20000,2022,Petrol,1,Automatic,1500000,Third Party insurance,1498.0,MG,8,14.82,FWD,bengaluru
Hatchback,5.0,65909,2017,Petrol,1,Automatic,584000,Zero Dep,1197.0,Maruti,5,20.89,FWD,bengaluru
Hatchback,5.0,140590,2013,Petrol,1,Manual,409000,Comprehensive,1197.0,Hyundai,5,18.5,FWD,bengaluru
MUV,7.0,32953,2019,Petrol,2,Automatic,2175000,Third Party insurance,2694.0,Toyota,6,10.75,RWD,bengaluru
Sedan,5.0,51801,2019,Petrol,1,Automatic,738000,Comprehensive,1197.0,Maruti,5,21.21,FWD,bengaluru
Sedan,5.0,80000,2015,Diesel,1,Manual,380000,Third Party insurance,1120.0,Hyundai,5,24.4,FWD,bengaluru
Hatchback,5.0,62621,2017,Petrol,1,Manual,656000,Zero Dep,1197.0,Hyundai,5,18.6,FWD,bengaluru
Hatchback,5.0,79068,2014,Petrol,1,Manual,483000,Comprehensive,1197.0,Maruti,5,22.38,FWD,bengaluru
Hatchback,5.0,50000,2018,Petrol,1,Manual,509999,Third Party insurance,1197.0,Maruti,5,22.0,FWD,bengaluru
Sedan,5.0,30000,2018,Diesel,2,Automatic,750000,Third Party insurance,1498.0,Volkswagen,7,21.73,FWD,bengaluru
Hatchback,5.0,72000,2008,Petrol,2,Manual,185000,Third Party insurance,1086.0,Hyundai,5,19.81,FWD,bengaluru
Hatchback,5.0,80000,2008,Petrol,2,Manual,180000,Third Party insurance,1086.0,Hyundai,5,19.81,FWD,bengaluru
MUV,8.0,10000,2021,Petrol,1,Manual,1900000,Third Party insurance,2694.0,Toyota,5,8.0,RWD,bengaluru
SUV,5.0,20000,2022,Diesel,1,Automatic,2100000,Third Party insurance,1956.0,Tata,6,14.6,FWD,bengaluru
SUV,7.0,36314,2016,Diesel,2,Automatic,1245000,Comprehensive,2179.0,Mahindra,6,16.0,FWD,bengaluru
Hatchback,5.0,67000,2010,Petrol,1,Manual,300000,Third Party insurance,1198.0,Volkswagen,5,16.47,FWD,bengaluru
SUV,5.0,30000,2020,Electric,1,Automatic,1350000,Third Party insurance,0.0,Tata,5,18.9,FWD,bengaluru
SUV,5.0,21236,2022,Electric,1,Automatic,1450000,Comprehensive,0.0,Tata,5,18.9,FWD,bengaluru
Hatchback,5.0,47488,2017,Petrol,2,Automatic,546000,Comprehensive,1197.0,Maruti,5,20.89,FWD,bengaluru
Hatchback,5.0,56814,2016,Petrol,1,Manual,533000,Comprehensive,1199.0,Honda,5,18.7,FWD,bengaluru
Sedan,5.0,90000,2004,Petrol,1,Automatic,160000,Third Party insurance,1493.0,Honda,5,14.5,FWD,bengaluru
Hatchback,5.0,63206,2012,Petrol,1,Manual,332000,Comprehensive,1197.0,Hyundai,5,20.36,FWD,bengaluru
Sedan,5.0,61103,2018,Petrol,2,Manual,809000,Comprehensive,1462.0,Maruti,5,21.56,FWD,bengaluru
Hatchback,5.0,70000,2008,Petrol,1,Manual,200000,Third Party insurance,796.0,Maruti,5,19.7,FWD,bengaluru
Hatchback,5.0,112268,2015,Petrol,3,Automatic,347000,Comprehensive,998.0,Maruti,5,23.1,FWD,bengaluru
Hatchback,5.0,70000,2006,Petrol,2,Manual,150000,Third Party insurance,1298.0,Maruti,5,16.1,FWD,bengaluru
SUV,5.0,97346,2021,Petrol,1,Manual,1359000,Comprehensive,999.0,Volkswagen,6,20.08,FWD,bengaluru
Hatchback,5.0,36977,2018,Petrol,2,Manual,543000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,bengaluru
Hatchback,5.0,70000,2006,Petrol,3,Manual,150000,Third Party insurance,1298.0,Maruti,5,16.1,FWD,bengaluru
Hatchback,5.0,60000,2013,Diesel,2,Manual,475000,Third Party insurance,1396.0,Hyundai,6,21.27,FWD,bengaluru
Hatchback,5.0,80000,2003,Petrol,2,Manual,110000,Third Party insurance,1086.0,Hyundai,5,18.9,FWD,bengaluru
Hatchback,5.0,35000,2016,Petrol,2,Automatic,350000,Third Party insurance,999.0,Renault,5,24.04,FWD,bengaluru
Hatchback,5.0,100000,2006,Petrol,3,Manual,135000,Third Party insurance,1341.0,Hyundai,5,15.3,FWD,bengaluru
Hatchback,5.0,90000,2005,Petrol,2,Manual,170000,Third Party insurance,998.0,Maruti,5,18.9,FWD,bengaluru
SUV,5.0,85700,2018,Diesel,1,Automatic,2850000,Comprehensive,1995.0,BMW,8,20.68,FWD,bengaluru
Sedan,5.0,50000,2016,Diesel,1,Automatic,2750000,Comprehensive,2143.0,Mercedes-Benz,7,19.27,RWD,bengaluru
MUV,7.0,50000,2015,Diesel,2,Manual,1449000,Third Party insurance,2494.0,Toyota,5,12.99,RWD,bengaluru
Hatchback,5.0,50000,2015,Petrol,1,Manual,300000,Third Party insurance,998.0,Maruti,5,23.95,FWD,bengaluru
Hatchback,5.0,40082,2014,Petrol,2,Manual,377000,Third Party,998.0,Maruti,5,20.51,FWD,bengaluru
Sedan,5.0,112566,2017,Diesel,2,Automatic,638000,Comprehensive,1248.0,Maruti,5,28.4,FWD,bengaluru
SUV,5.0,68000,2020,Petrol,1,Automatic,1575000,Comprehensive,1397.0,Hyundai,7,18.9,FWD,bengaluru
